Date, Time, Open, High, Low, Last, Volume, # of Trades, OHLC Avg, HLC Avg, HL Avg, Bid Volume, Ask Volume, Point of Control, Value Area High Value, Value Area Low Value, Volume Weighted Average Price, Previous Day Close Line, Previous Day High Line, Previous Day Low Line, Daily Open at 08:00, Cash Market Open at 09:00, Open, High, Low, Close
2023-11-7, 21:00:00.000000, 15216, 15223, 15213, 15222, 406, 350, 15219, 15219, 15218, 184, 222, 0, 0, 0, 0, 0, 15300, 15168, 15157, 15152, -2083, -2039, -2094, -2045
2023-11-7, 21:30:00.000000, 15222, 15230, 15211, 15221, 937, 837, 15221, 15221, 15221, 426, 511, 0, 0, 0, 0, 0, 15300, 15168, 15157, 15152, -2044, -1960, -2044, -1960
2023-11-8, 02:00:00.000000, 15211, 15212, 15202, 15207, 128, 124, 15208, 15207, 15207, 64, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, -14, 0
2023-11-8, 02:30:00.000000, 15207, 15209, 15198, 15204, 99, 97, 15205, 15204, 15204, 56, 43, 0, 0, 0, 0, 0, 15262, 15133, 0, 0, 0, 0, -14, -13
2023-11-8, 03:00:00.000000, 15202, 15209, 15197, 15205, 62, 60, 15203, 15204, 15203, 38, 24, 0, 0, 0, 0, 0, 15262, 15133, 0, 0, -14, -14, -28, -27
2023-11-8, 03:30:00.000000, 15204, 15206, 15198, 15206, 130, 124, 15204, 15203, 15202, 79, 51, 0, 0, 0, 0, 0, 15262, 15133, 0, 0, -27, -18, -72, -55
2023-11-8, 04:00:00.000000, 15204, 15204, 15193, 15195, 55, 54, 15199, 15197, 15199, 26, 29, 0, 0, 0, 0, 0, 15262, 15133, 0, 0, -55, -49, -60, -52
2023-11-8, 04:30:00.000000, 15195, 15195, 15172, 15178, 203, 177, 15185, 15182, 15184, 95, 108, 0, 0, 0, 0, 0, 15262, 15133, 0, 0, -52, -37, -77, -39
2023-11-8, 05:00:00.000000, 15179, 15187, 15177, 15187, 89, 66, 15183, 15184, 15182, 51, 38, 0, 0, 0, 0, 0, 15262, 15133, 0, 0, -41, -41, -56, -52
2023-11-8, 05:30:00.000000, 15188, 15194, 15188, 15191, 29, 29, 15190, 15191, 15191, 9, 20, 0, 0, 0, 0, 0, 15262, 15133, 0, 0, -52, -40, -54, -41
2023-11-8, 06:00:00.000000, 15190, 15194, 15183, 15183, 41, 41, 15188, 15187, 15189, 18, 23, 0, 0, 0, 0, 0, 15262, 15133, 0, 0, -41, -33, -44, -36
2023-11-8, 06:30:00.000000, 15183, 15190, 15173, 15174, 116, 113, 15180, 15179, 15182, 60, 56, 0, 0, 0, 0, 0, 15262, 15133, 0, 0, -36, -30, -49, -40
2023-11-8, 07:00:00.000000, 15174, 15174, 15161, 15164, 253, 229, 15168, 15166, 15168, 118, 135, 0, 0, 0, 0, 0, 15262, 15133, 0, 0, -40, -20, -58, -23
2023-11-8, 07:30:00.000000, 15165, 15165, 15141, 15144, 446, 416, 15154, 15150, 15153, 213, 233, 0, 0, 0, 0, 0, 15262, 15133, 0, 0, -23, 2, -65, -3
2023-11-8, 08:00:00.000000, 15145, 15158, 15143, 15152, 983, 830, 15150, 15151, 15151, 453, 530, 0, 0, 0, 0, 0, 15262, 15133, 15145, 0, -3, 74, -7, 74
2023-11-8, 08:30:00.000000, 15152, 15167, 15147, 15152, 935, 777, 15155, 15155, 15157, 452, 483, 0, 0, 0, 0, 0, 15262, 15133, 15145, 0, 74, 136, 43, 105
2023-11-8, 09:00:00.000000, 15151, 15205, 15143, 15204, 4460, 4074, 15176, 15184, 15174, 2149, 2311, 15292, 15354, 15194, 15172, 0, 15262, 15133, 15145, 15151, 105, 307, 27, 267
2023-11-8, 09:30:00.000000, 15203, 15208, 15180, 15184, 2297, 2092, 15194, 15191, 15194, 1180, 1117, 15292, 15354, 15194, 15179, 0, 15262, 15133, 15145, 15151, 267, 287, 153, 204
2023-11-8, 10:00:00.000000, 15184, 15186, 15156, 15157, 2065, 1890, 15171, 15166, 15171, 1090, 975, 15292, 15354, 15194, 15178, 0, 15262, 15133, 15145, 15151, 203, 203, 59, 89
2023-11-8, 10:30:00.000000, 15156, 15174, 15150, 15157, 1988, 1766, 15159, 15160, 15162, 913, 1075, 15292, 15354, 15194, 15175, 0, 15262, 15133, 15145, 15151, 89, 274, 36, 251
2023-11-8, 11:00:00.000000, 15157, 15166, 15150, 15153, 2115, 1821, 15157, 15156, 15158, 1002, 1113, 15292, 15354, 15194, 15172, 0, 15262, 15133, 15145, 15151, 251, 437, 247, 362
2023-11-8, 11:30:00.000000, 15153, 15189, 15153, 15186, 1860, 1585, 15170, 15176, 15171, 873, 987, 15292, 15354, 15194, 15172, 0, 15262, 15133, 15145, 15151, 362, 514, 359, 476
2023-11-8, 12:00:00.000000, 15187, 15219, 15186, 15213, 1938, 1625, 15201, 15206, 15203, 974, 964, 15292, 15354, 15194, 15176, 0, 15262, 15133, 15145, 15151, 476, 538, 418, 466
2023-11-8, 12:30:00.000000, 15214, 15221, 15201, 15202, 1508, 1337, 15210, 15208, 15211, 785, 723, 15292, 15354, 15194, 15179, 0, 15262, 15133, 15145, 15151, 466, 504, 371, 404
2023-11-8, 13:00:00.000000, 15202, 15231, 15198, 15221, 1514, 1389, 15213, 15217, 15215, 711, 803, 15292, 15354, 15194, 15181, 0, 15262, 15133, 15145, 15151, 404, 588, 395, 496
2023-11-8, 13:30:00.000000, 15221, 15255, 15217, 15248, 1585, 1449, 15235, 15240, 15236, 738, 847, 15292, 15354, 15194, 15186, 0, 15262, 15133, 15145, 15151, 496, 666, 467, 605
2023-11-8, 14:00:00.000000, 15248, 15273, 15247, 15265, 2289, 2076, 15258, 15262, 15260, 1175, 1114, 15292, 15354, 15194, 15193, 0, 15262, 15133, 15145, 15151, 605, 660, 466, 544
2023-11-8, 14:30:00.000000, 15266, 15279, 15256, 15279, 1619, 1490, 15270, 15271, 15268, 877, 742, 15292, 15354, 15194, 15198, 0, 15262, 15133, 15145, 15151, 544, 555, 398, 409
2023-11-8, 15:00:00.000000, 15279, 15316, 15278, 15312, 3293, 2848, 15296, 15302, 15297, 1672, 1621, 15292, 15354, 15194, 15210, 0, 15262, 15133, 15145, 15151, 409, 563, 354, 358
2023-11-8, 15:30:00.000000, 15312, 15354, 15306, 15349, 4248, 3778, 15330, 15336, 15330, 2154, 2094, 15292, 15354, 15194, 15226, 0, 15262, 15133, 15145, 15151, 358, 436, 212, 298
2023-11-8, 16:00:00.000000, 15349, 15351, 15309, 15316, 3611, 3259, 15331, 15325, 15330, 1916, 1695, 15292, 15354, 15194, 15236, 0, 15262, 15133, 15145, 15151, 298, 306, 13, 77
2023-11-8, 16:30:00.000000, 15316, 15318, 15284, 15284, 2287, 2027, 15301, 15295, 15301, 1234, 1053, 15292, 15354, 15194, 15240, 0, 15262, 15133, 15145, 15151, 77, 98, -128, -104
2023-11-8, 17:00:00.000000, 15284, 15300, 15281, 15288, 2797, 2542, 15288, 15290, 15291, 1347, 1450, 15292, 15354, 15194, 15243, 0, 15262, 15133, 15145, 15151, -104, 109, -105, -1
2023-11-8, 17:30:00.000000, 15288, 15304, 15262, 15264, 3643, 3172, 15280, 15277, 15283, 1936, 1707, 15292, 15354, 15194, 15247, 0, 15262, 15133, 15145, 15151, -1, 104, -251, -230
2023-11-8, 18:00:00.000000, 15265, 15267, 15223, 15244, 2077, 1823, 15250, 15245, 15245, 993, 1084, 0, 0, 0, 0, 0, 15262, 15133, 15145, 15151, -230, -118, -367, -139
2023-11-8, 18:30:00.000000, 15242, 15249, 15236, 15246, 1061, 991, 15243, 15244, 15243, 513, 548, 0, 0, 0, 0, 0, 15262, 15133, 15145, 15151, -139, -57, -154, -104
2023-11-8, 19:00:00.000000, 15245, 15269, 15237, 15268, 1251, 1177, 15255, 15258, 15253, 584, 667, 0, 0, 0, 0, 0, 15262, 15133, 15145, 15151, -104, -9, -155, -21
2023-11-8, 19:30:00.000000, 15268, 15275, 15262, 15263, 555, 515, 15267, 15267, 15269, 280, 275, 0, 0, 0, 0, 0, 15262, 15133, 15145, 15151, -21, 20, -36, -26
2023-11-8, 20:00:00.000000, 15263, 15276, 15262, 15274, 422, 404, 15269, 15271, 15269, 179, 243, 0, 0, 0, 0, 0, 15262, 15133, 15145, 15151, -26, 49, -30, 38
2023-11-8, 20:30:00.000000, 15274, 15277, 15267, 15272, 416, 396, 15273, 15272, 15272, 198, 218, 0, 0, 0, 0, 0, 15262, 15133, 15145, 15151, 38, 58, 12, 58
2023-11-8, 21:00:00.000000, 15272, 15285, 15272, 15278, 422, 403, 15277, 15278, 15279, 211, 211, 0, 0, 0, 0, 0, 15262, 15133, 15145, 15151, 58, 98, 50, 58
2023-11-8, 21:30:00.000000, 15278, 15298, 15275, 15288, 880, 809, 15285, 15287, 15287, 468, 412, 0, 0, 0, 0, 0, 15262, 15133, 15145, 15151, 58, 113, 2, 2
2023-11-9, 02:00:00.000000, 15276, 15281, 15274, 15277, 82, 80, 15277, 15277, 15278, 58, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, -34, -34
2023-11-9, 02:30:00.000000, 15279, 15287, 15277, 15280, 87, 86, 15281, 15281, 15282, 47, 40, 0, 0, 0, 0, 0, 15354, 15141, 0, 0, -34, -25, -42, -41
2023-11-9, 03:00:00.000000, 15281, 15288, 15278, 15284, 64, 62, 15283, 15283, 15283, 29, 35, 0, 0, 0, 0, 0, 15354, 15141, 0, 0, -41, -35, -45, -35
2023-11-9, 03:30:00.000000, 15284, 15287, 15268, 15269, 83, 80, 15277, 15275, 15278, 41, 42, 0, 0, 0, 0, 0, 15354, 15141, 0, 0, -35, -26, -51, -34
2023-11-9, 04:00:00.000000, 15268, 15278, 15266, 15271, 80, 71, 15271, 15272, 15272, 31, 49, 0, 0, 0, 0, 0, 15354, 15141, 0, 0, -34, -11, -36, -16
2023-11-9, 04:30:00.000000, 15269, 15271, 15266, 15270, 52, 51, 15269, 15269, 15269, 25, 27, 0, 0, 0, 0, 0, 15354, 15141, 0, 0, -16, -11, -23, -14
2023-11-9, 05:00:00.000000, 15269, 15276, 15268, 15276, 26, 25, 15272, 15273, 15272, 11, 15, 0, 0, 0, 0, 0, 15354, 15141, 0, 0, -14, -10, -22, -10
2023-11-9, 05:30:00.000000, 15274, 15280, 15272, 15280, 93, 77, 15277, 15277, 15276, 40, 53, 0, 0, 0, 0, 0, 15354, 15141, 0, 0, -9, 11, -9, 3
2023-11-9, 06:00:00.000000, 15280, 15286, 15280, 15284, 49, 49, 15283, 15283, 15283, 26, 23, 0, 0, 0, 0, 0, 15354, 15141, 0, 0, 3, 7, -7, 0
2023-11-9, 06:30:00.000000, 15287, 15290, 15268, 15270, 153, 146, 15279, 15276, 15279, 106, 47, 0, 0, 0, 0, 0, 15354, 15141, 0, 0, 0, 4, -67, -59
2023-11-9, 07:00:00.000000, 15269, 15274, 15263, 15274, 206, 195, 15270, 15270, 15269, 64, 142, 0, 0, 0, 0, 0, 15354, 15141, 0, 0, -58, 19, -58, 19
2023-11-9, 07:30:00.000000, 15275, 15298, 15274, 15286, 2574, 2554, 15283, 15286, 15286, 1256, 1318, 0, 0, 0, 0, 0, 15354, 15141, 0, 0, 19, 110, 15, 81
2023-11-9, 08:00:00.000000, 15288, 15299, 15271, 15288, 1642, 1496, 15287, 15286, 15285, 796, 846, 0, 0, 0, 0, 0, 15354, 15141, 15288, 0, 81, 148, 60, 131
2023-11-9, 08:30:00.000000, 15288, 15304, 15278, 15301, 747, 668, 15293, 15294, 15291, 399, 348, 0, 0, 0, 0, 0, 15354, 15141, 15288, 0, 130, 130, 47, 80
2023-11-9, 09:00:00.000000, 15299, 15312, 15271, 15282, 4836, 4482, 15291, 15288, 15292, 2426, 2410, 15370, 15420, 15336, 15290, 0, 15354, 15141, 15288, 15299, 80, 176, -26, 64
2023-11-9, 09:30:00.000000, 15282, 15322, 15278, 15289, 3072, 2808, 15293, 15296, 15300, 1625, 1447, 15370, 15420, 15336, 15295, 0, 15354, 15141, 15288, 15299, 64, 147, -156, -114
2023-11-9, 10:00:00.000000, 15290, 15325, 15278, 15320, 1882, 1734, 15303, 15308, 15302, 945, 937, 15370, 15420, 15336, 15296, 0, 15354, 15141, 15288, 15299, -114, -61, -159, -122
2023-11-9, 10:30:00.000000, 15321, 15329, 15302, 15326, 1716, 1500, 15320, 15319, 15316, 878, 838, 15370, 15420, 15336, 15299, 0, 15354, 15141, 15288, 15299, -122, -72, -243, -162
2023-11-9, 11:00:00.000000, 15326, 15357, 15323, 15348, 2546, 2286, 15339, 15343, 15340, 1255, 1291, 15370, 15420, 15336, 15307, 0, 15354, 15141, 15288, 15299, -162, -31, -229, -126
2023-11-9, 11:30:00.000000, 15347, 15375, 15346, 15370, 3211, 2840, 15360, 15364, 15361, 1523, 1688, 15370, 15420, 15336, 15318, 0, 15354, 15141, 15288, 15299, -126, 77, -137, 39
2023-11-9, 12:00:00.000000, 15370, 15377, 15341, 15348, 1674, 1486, 15359, 15355, 15359, 831, 843, 15370, 15420, 15336, 15321, 0, 15354, 15141, 15288, 15299, 39, 71, -45, 51
2023-11-9, 12:30:00.000000, 15348, 15352, 15336, 15343, 1452, 1300, 15345, 15344, 15344, 674, 778, 15370, 15420, 15336, 15323, 0, 15354, 15141, 15288, 15299, 51, 162, 45, 155
2023-11-9, 13:00:00.000000, 15344, 15366, 15343, 15355, 1317, 1190, 15352, 15355, 15355, 603, 714, 15370, 15420, 15336, 15325, 0, 15354, 15141, 15288, 15299, 155, 305, 147, 266
2023-11-9, 13:30:00.000000, 15356, 15372, 15356, 15366, 939, 880, 15363, 15365, 15364, 436, 503, 15370, 15420, 15336, 15327, 0, 15354, 15141, 15288, 15299, 266, 400, 259, 333
2023-11-9, 14:00:00.000000, 15365, 15384, 15364, 15382, 1774, 1563, 15374, 15377, 15374, 847, 927, 15370, 15420, 15336, 15330, 0, 15354, 15141, 15288, 15299, 333, 449, 307, 413
2023-11-9, 14:30:00.000000, 15382, 15395, 15372, 15385, 2289, 2068, 15384, 15384, 15384, 1163, 1126, 15370, 15420, 15336, 15335, 0, 15354, 15141, 15288, 15299, 413, 511, 368, 376
2023-11-9, 15:00:00.000000, 15385, 15402, 15381, 15395, 1783, 1582, 15391, 15393, 15392, 865, 918, 15370, 15420, 15336, 15338, 0, 15354, 15141, 15288, 15299, 376, 513, 358, 429
2023-11-9, 15:30:00.000000, 15396, 15398, 15376, 15394, 2878, 2591, 15391, 15389, 15387, 1549, 1329, 15370, 15420, 15336, 15343, 0, 15354, 15141, 15288, 15299, 429, 432, 175, 209
2023-11-9, 16:00:00.000000, 15394, 15397, 15346, 15377, 3387, 3007, 15379, 15373, 15372, 1775, 1612, 15370, 15420, 15336, 15346, 0, 15354, 15141, 15288, 15299, 209, 223, -66, 46
2023-11-9, 16:30:00.000000, 15377, 15393, 15362, 15391, 2063, 1855, 15381, 15382, 15378, 1006, 1057, 15370, 15420, 15336, 15347, 0, 15354, 15141, 15288, 15299, 46, 110, 36, 97
2023-11-9, 17:00:00.000000, 15391, 15426, 15391, 15407, 4022, 3567, 15404, 15408, 15409, 2009, 2013, 15370, 15420, 15336, 15354, 0, 15354, 15141, 15288, 15299, 97, 306, 86, 101
2023-11-9, 17:30:00.000000, 15407, 15426, 15404, 15419, 2631, 2303, 15414, 15416, 15415, 1289, 1342, 15370, 15420, 15336, 15357, 0, 15354, 15141, 15288, 15299, 101, 209, 56, 154
2023-11-9, 18:00:00.000000, 15418, 15423, 15406, 15407, 695, 645, 15414, 15412, 15415, 355, 340, 0, 0, 0, 0, 0, 15354, 15141, 15288, 15299, 154, 175, 127, 139
2023-11-9, 18:30:00.000000, 15407, 15414, 15404, 15412, 605, 578, 15409, 15410, 15409, 340, 265, 0, 0, 0, 0, 0, 15354, 15141, 15288, 15299, 139, 145, 63, 64
2023-11-9, 19:00:00.000000, 15412, 15413, 15359, 15394, 2562, 2317, 15395, 15389, 15386, 1331, 1231, 0, 0, 0, 0, 0, 15354, 15141, 15288, 15299, 64, 69, -87, -36
2023-11-9, 19:30:00.000000, 15391, 15393, 15360, 15366, 813, 741, 15378, 15373, 15377, 419, 394, 0, 0, 0, 0, 0, 15354, 15141, 15288, 15299, -36, -36, -97, -61
2023-11-9, 20:00:00.000000, 15366, 15366, 15337, 15354, 1540, 1446, 15356, 15352, 15352, 811, 729, 0, 0, 0, 0, 0, 15354, 15141, 15288, 15299, -61, -60, -154, -143
2023-11-9, 20:30:00.000000, 15353, 15357, 15324, 15330, 1067, 997, 15341, 15337, 15341, 559, 508, 0, 0, 0, 0, 0, 15354, 15141, 15288, 15299, -144, -144, -232, -194
2023-11-9, 21:00:00.000000, 15329, 15343, 15322, 15333, 783, 726, 15332, 15333, 15333, 414, 369, 0, 0, 0, 0, 0, 15354, 15141, 15288, 15299, -194, -179, -241, -239
2023-11-9, 21:30:00.000000, 15335, 15339, 15325, 15333, 1109, 1015, 15333, 15332, 15332, 547, 562, 0, 0, 0, 0, 0, 15354, 15141, 15288, 15299, -239, -200, -279, -224
2023-11-10, 02:00:00.000000, 15312, 15318, 15308, 15312, 108, 104, 15313, 15313, 15313, 62, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, -21, -16
2023-11-10, 02:30:00.000000, 15312, 15312, 15299, 15306, 134, 127, 15307, 15306, 15306, 72, 62, 0, 0, 0, 0, 0, 15426, 15263, 0, 0, -16, -14, -27, -26
2023-11-10, 03:00:00.000000, 15303, 15311, 15296, 15309, 60, 60, 15305, 15305, 15304, 28, 32, 0, 0, 0, 0, 0, 15426, 15263, 0, 0, -26, -15, -28, -22
2023-11-10, 03:30:00.000000, 15309, 15310, 15299, 15303, 46, 46, 15305, 15304, 15305, 22, 24, 0, 0, 0, 0, 0, 15426, 15263, 0, 0, -22, -18, -26, -20
2023-11-10, 04:00:00.000000, 15303, 15304, 15296, 15298, 68, 65, 15300, 15299, 15300, 45, 23, 0, 0, 0, 0, 0, 15426, 15263, 0, 0, -20, -15, -42, -42
2023-11-10, 04:30:00.000000, 15297, 15298, 15289, 15294, 65, 62, 15295, 15294, 15294, 37, 28, 0, 0, 0, 0, 0, 15426, 15263, 0, 0, -42, -41, -60, -51
2023-11-10, 05:00:00.000000, 15293, 15304, 15293, 15302, 53, 51, 15298, 15300, 15299, 19, 34, 0, 0, 0, 0, 0, 15426, 15263, 0, 0, -51, -33, -53, -36
2023-11-10, 05:30:00.000000, 15306, 15311, 15303, 15306, 62, 61, 15307, 15307, 15307, 35, 27, 0, 0, 0, 0, 0, 15426, 15263, 0, 0, -36, -29, -47, -44
2023-11-10, 06:00:00.000000, 15306, 15308, 15299, 15301, 24, 23, 15304, 15303, 15304, 12, 12, 0, 0, 0, 0, 0, 15426, 15263, 0, 0, -44, -41, -50, -44
2023-11-10, 06:30:00.000000, 15304, 15310, 15294, 15310, 147, 123, 15305, 15305, 15302, 49, 98, 0, 0, 0, 0, 0, 15426, 15263, 0, 0, -44, 5, -53, 5
2023-11-10, 07:00:00.000000, 15309, 15315, 15302, 15309, 284, 264, 15309, 15309, 15309, 139, 145, 0, 0, 0, 0, 0, 15426, 15263, 0, 0, 5, 37, 2, 11
2023-11-10, 07:30:00.000000, 15310, 15320, 15309, 15315, 324, 278, 15314, 15315, 15315, 153, 171, 0, 0, 0, 0, 0, 15426, 15263, 0, 0, 11, 56, 10, 29
2023-11-10, 08:00:00.000000, 15316, 15337, 15312, 15335, 1278, 1049, 15325, 15328, 15325, 631, 647, 0, 0, 0, 0, 0, 15426, 15263, 15316, 0, 29, 66, -10, 45
2023-11-10, 08:30:00.000000, 15334, 15339, 15324, 15329, 877, 780, 15332, 15331, 15332, 443, 434, 0, 0, 0, 0, 0, 15426, 15263, 15316, 0, 45, 61, -33, 36
2023-11-10, 09:00:00.000000, 15329, 15363, 15329, 15336, 5818, 5252, 15339, 15343, 15346, 2717, 3101, 15306, 15344, 15284, 15346, 0, 15426, 15263, 15316, 15329, 36, 524, 36, 420
2023-11-10, 09:30:00.000000, 15334, 15363, 15324, 15335, 3272, 2917, 15339, 15341, 15344, 1645, 1627, 15306, 15344, 15284, 15344, 0, 15426, 15263, 15316, 15329, 420, 540, 352, 402
2023-11-10, 10:00:00.000000, 15334, 15334, 15301, 15310, 2239, 1991, 15320, 15315, 15318, 1075, 1164, 15306, 15344, 15284, 15338, 0, 15426, 15263, 15316, 15329, 402, 496, 322, 491
2023-11-10, 10:30:00.000000, 15309, 15338, 15300, 15335, 1855, 1646, 15321, 15324, 15319, 876, 979, 15306, 15344, 15284, 15335, 0, 15426, 15263, 15316, 15329, 491, 615, 427, 594
2023-11-10, 11:00:00.000000, 15336, 15336, 15300, 15306, 2147, 1807, 15320, 15314, 15318, 1056, 1091, 15306, 15344, 15284, 15332, 0, 15426, 15263, 15316, 15329, 594, 661, 488, 629
2023-11-10, 11:30:00.000000, 15306, 15310, 15288, 15295, 2362, 2141, 15300, 15298, 15299, 1191, 1171, 15306, 15344, 15284, 15327, 0, 15426, 15263, 15316, 15329, 629, 686, 519, 609
2023-11-10, 12:00:00.000000, 15293, 15302, 15282, 15286, 1445, 1276, 15291, 15290, 15292, 648, 797, 15306, 15344, 15284, 15324, 0, 15426, 15263, 15316, 15329, 609, 771, 573, 758
2023-11-10, 12:30:00.000000, 15285, 15295, 15269, 15292, 1634, 1440, 15285, 15285, 15282, 719, 915, 15306, 15344, 15284, 15321, 0, 15426, 15263, 15316, 15329, 758, 961, 697, 954
2023-11-10, 13:00:00.000000, 15291, 15311, 15284, 15309, 1941, 1674, 15299, 15301, 15298, 905, 1036, 15306, 15344, 15284, 15319, 0, 15426, 15263, 15316, 15329, 954, 1099, 888, 1085
2023-11-10, 13:30:00.000000, 15309, 15328, 15305, 15315, 1786, 1566, 15314, 15316, 15317, 941, 845, 15306, 15344, 15284, 15318, 0, 15426, 15263, 15316, 15329, 1085, 1115, 985, 989
2023-11-10, 14:00:00.000000, 15315, 15319, 15300, 15306, 1353, 1258, 15310, 15308, 15310, 700, 653, 15306, 15344, 15284, 15318, 0, 15426, 15263, 15316, 15329, 989, 1041, 907, 942
2023-11-10, 14:30:00.000000, 15307, 15332, 15297, 15318, 1965, 1716, 15314, 15316, 15315, 1087, 878, 15306, 15344, 15284, 15318, 0, 15426, 15263, 15316, 15329, 942, 951, 727, 733
2023-11-10, 15:00:00.000000, 15318, 15324, 15305, 15317, 1376, 1252, 15316, 15315, 15315, 700, 676, 15306, 15344, 15284, 15318, 0, 15426, 15263, 15316, 15329, 733, 799, 701, 709
2023-11-10, 15:30:00.000000, 15316, 15316, 15281, 15282, 3298, 2995, 15299, 15293, 15299, 1690, 1608, 15306, 15344, 15284, 15315, 0, 15426, 15263, 15316, 15329, 709, 711, 544, 627
2023-11-10, 16:00:00.000000, 15281, 15285, 15237, 15242, 4517, 3972, 15261, 15255, 15261, 2234, 2283, 15306, 15344, 15284, 15308, 0, 15426, 15263, 15316, 15329, 627, 709, 414, 676
2023-11-10, 16:30:00.000000, 15242, 15270, 15228, 15270, 2430, 2135, 15253, 15256, 15249, 1166, 1264, 15306, 15344, 15284, 15304, 0, 15426, 15263, 15316, 15329, 676, 814, 655, 774
2023-11-10, 17:00:00.000000, 15270, 15305, 15268, 15293, 3590, 3230, 15284, 15289, 15287, 1772, 1818, 15306, 15344, 15284, 15303, 0, 15426, 15263, 15316, 15329, 774, 938, 708, 820
2023-11-10, 17:30:00.000000, 15293, 15313, 15283, 15313, 2900, 2578, 15301, 15303, 15298, 1374, 1526, 15306, 15344, 15284, 15303, 0, 15426, 15263, 15316, 15329, 820, 1040, 801, 972
2023-11-10, 18:00:00.000000, 15313, 15327, 15312, 15320, 1008, 912, 15318, 15320, 15320, 508, 500, 0, 0, 0, 0, 0, 15426, 15263, 15316, 15329, 972, 994, 925, 964
2023-11-10, 18:30:00.000000, 15320, 15350, 15319, 15343, 1253, 1157, 15333, 15337, 15335, 618, 635, 0, 0, 0, 0, 0, 15426, 15263, 15316, 15329, 964, 1051, 963, 981
2023-11-10, 19:00:00.000000, 15343, 15353, 15333, 15350, 983, 903, 15345, 15345, 15343, 471, 512, 0, 0, 0, 0, 0, 15426, 15263, 15316, 15329, 981, 1029, 950, 1022
2023-11-10, 19:30:00.000000, 15350, 15368, 15350, 15367, 1001, 887, 15359, 15362, 15359, 432, 569, 0, 0, 0, 0, 0, 15426, 15263, 15316, 15329, 1022, 1163, 1021, 1159
2023-11-10, 20:00:00.000000, 15366, 15379, 15362, 15375, 715, 651, 15371, 15372, 15371, 378, 337, 0, 0, 0, 0, 0, 15426, 15263, 15316, 15329, 1159, 1202, 1111, 1118
2023-11-10, 20:30:00.000000, 15374, 15374, 15367, 15368, 490, 438, 15371, 15370, 15371, 282, 208, 0, 0, 0, 0, 0, 15426, 15263, 15316, 15329, 1118, 1123, 1044, 1044
2023-11-10, 21:00:00.000000, 15368, 15384, 15367, 15383, 420, 406, 15376, 15378, 15376, 216, 204, 0, 0, 0, 0, 0, 15426, 15263, 15316, 15329, 1044, 1047, 1015, 1032
2023-11-10, 21:30:00.000000, 15384, 15391, 15375, 15387, 1067, 977, 15384, 15384, 15383, 474, 593, 0, 0, 0, 0, 0, 15426, 15263, 15316, 15329, 1032, 1151, 1017, 1151
2023-11-13, 02:00:00.000000, 15322, 15325, 15316, 15322, 126, 124, 15321, 15321, 15321, 72, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, -21, -18
2023-11-13, 02:30:00.000000, 15322, 15326, 15316, 15321, 84, 72, 15321, 15321, 15321, 35, 49, 0, 0, 0, 0, 0, 15391, 15228, 0, 0, -18, 7, -19, -4
2023-11-13, 03:00:00.000000, 15322, 15323, 15317, 15319, 54, 51, 15320, 15320, 15320, 19, 35, 0, 0, 0, 0, 0, 15391, 15228, 0, 0, -4, 19, -5, 12
2023-11-13, 03:30:00.000000, 15321, 15325, 15309, 15311, 72, 67, 15317, 15315, 15317, 40, 32, 0, 0, 0, 0, 0, 15391, 15228, 0, 0, 12, 15, -10, 4
2023-11-13, 04:00:00.000000, 15308, 15309, 15297, 15301, 103, 98, 15304, 15302, 15303, 50, 53, 0, 0, 0, 0, 0, 15391, 15228, 0, 0, 4, 9, -14, 7
2023-11-13, 04:30:00.000000, 15298, 15301, 15297, 15298, 32, 31, 15299, 15299, 15299, 14, 18, 0, 0, 0, 0, 0, 15391, 15228, 0, 0, 7, 15, 5, 11
2023-11-13, 05:00:00.000000, 15296, 15298, 15292, 15293, 45, 39, 15295, 15294, 15295, 23, 22, 0, 0, 0, 0, 0, 15391, 15228, 0, 0, 11, 15, 0, 10
2023-11-13, 05:30:00.000000, 15295, 15295, 15284, 15286, 52, 47, 15290, 15288, 15290, 33, 19, 0, 0, 0, 0, 0, 15391, 15228, 0, 0, 10, 11, -8, -4
2023-11-13, 06:00:00.000000, 15285, 15304, 15282, 15297, 104, 100, 15292, 15294, 15293, 39, 65, 0, 0, 0, 0, 0, 15391, 15228, 0, 0, -4, 28, -7, 22
2023-11-13, 06:30:00.000000, 15297, 15303, 15296, 15302, 61, 54, 15300, 15300, 15300, 38, 23, 0, 0, 0, 0, 0, 15391, 15228, 0, 0, 22, 23, 2, 7
2023-11-13, 07:00:00.000000, 15300, 15324, 15299, 15324, 267, 233, 15312, 15316, 15312, 91, 176, 0, 0, 0, 0, 0, 15391, 15228, 0, 0, 7, 106, -2, 92
2023-11-13, 07:30:00.000000, 15323, 15333, 15322, 15326, 243, 232, 15326, 15327, 15328, 153, 90, 0, 0, 0, 0, 0, 15391, 15228, 0, 0, 92, 104, 29, 29
