Date, Time, Open, High, Low, Last, Volume, # of Trades, OHLC Avg, HLC Avg, HL Avg, Bid Volume, Ask Volume, Point of Control, Value Area High Value, Value Area Low Value, Volume Weighted Average Price, Previous Day Close Line, Previous Day High Line, Previous Day Low Line, Daily Open at 08:00, Cash Market Open at 09:00, Open, High, Low, Close
2023-8-30, 16:00:00.000000, 15960, 15968, 15886, 15892, 2979, 2650, 15927, 15915, 15927, 1529, 1450, 15952, 15962, 15902, 15928, 0, 15999, 15819, 15994, 15979, -3, 26, -147, -82
2023-8-30, 16:30:00.000000, 15892, 15927, 15891, 15924, 1935, 1802, 15909, 15914, 15909, 1003, 932, 15952, 15962, 15902, 15927, 0, 15999, 15819, 15994, 15979, -82, -27, -171, -153
2023-8-30, 17:00:00.000000, 15925, 15936, 15916, 15932, 2002, 1777, 15927, 15928, 15926, 1048, 954, 15952, 15962, 15902, 15927, 0, 15999, 15819, 15994, 15979, -153, -145, -318, -247
2023-8-30, 17:30:00.000000, 15934, 15934, 15913, 15925, 1940, 1720, 15927, 15924, 15924, 1016, 924, 15952, 15962, 15902, 15927, 0, 15999, 15819, 15994, 15979, -247, -240, -395, -339
2023-8-30, 18:00:00.000000, 15925, 15940, 15919, 15935, 704, 629, 15930, 15931, 15930, 336, 368, 0, 0, 0, 0, 0, 15999, 15819, 15994, 15979, -339, -278, -360, -307
2023-8-30, 18:30:00.000000, 15936, 15943, 15931, 15937, 443, 411, 15937, 15937, 15937, 253, 190, 0, 0, 0, 0, 0, 15999, 15819, 15994, 15979, -307, -305, -382, -370
2023-8-30, 19:00:00.000000, 15937, 15937, 15928, 15928, 338, 320, 15933, 15931, 15933, 184, 154, 0, 0, 0, 0, 0, 15999, 15819, 15994, 15979, -370, -366, -408, -400
2023-8-30, 19:30:00.000000, 15930, 15935, 15908, 15916, 437, 379, 15922, 15920, 15922, 252, 185, 0, 0, 0, 0, 0, 15999, 15819, 15994, 15979, -400, -393, -473, -467
2023-8-30, 20:00:00.000000, 15915, 15920, 15905, 15908, 460, 445, 15912, 15911, 15913, 201, 259, 0, 0, 0, 0, 0, 15999, 15819, 15994, 15979, -467, -401, -469, -409
2023-8-30, 20:30:00.000000, 15907, 15930, 15907, 15930, 380, 365, 15919, 15922, 15919, 188, 192, 0, 0, 0, 0, 0, 15999, 15819, 15994, 15979, -409, -398, -434, -405
2023-8-30, 21:00:00.000000, 15931, 15934, 15923, 15925, 262, 245, 15928, 15927, 15929, 137, 125, 0, 0, 0, 0, 0, 15999, 15819, 15994, 15979, -405, -404, -433, -417
2023-8-30, 21:30:00.000000, 15926, 15934, 15919, 15932, 593, 556, 15928, 15928, 15927, 272, 321, 0, 0, 0, 0, 0, 15999, 15819, 15994, 15979, -417, -349, -438, -368
2023-8-31, 02:00:00.000000, 15936, 15947, 15936, 15942, 97, 84, 15940, 15942, 15942, 68, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -39, -39
2023-8-31, 02:30:00.000000, 15942, 15943, 15928, 15936, 79, 78, 15937, 15936, 15936, 35, 44, 0, 0, 0, 0, 0, 16036, 15851, 0, 0, -39, -29, -43, -30
2023-8-31, 03:00:00.000000, 15935, 15943, 15929, 15936, 89, 89, 15936, 15936, 15936, 45, 44, 0, 0, 0, 0, 0, 16036, 15851, 0, 0, -30, -26, -39, -31
2023-8-31, 03:30:00.000000, 15936, 15946, 15928, 15931, 198, 191, 15935, 15935, 15937, 107, 91, 0, 0, 0, 0, 0, 16036, 15851, 0, 0, -31, -17, -50, -47
2023-8-31, 04:00:00.000000, 15931, 15950, 15930, 15941, 82, 81, 15938, 15940, 15940, 34, 48, 0, 0, 0, 0, 0, 16036, 15851, 0, 0, -47, -24, -47, -33
2023-8-31, 04:30:00.000000, 15941, 15947, 15930, 15930, 80, 77, 15937, 15936, 15939, 41, 39, 0, 0, 0, 0, 0, 16036, 15851, 0, 0, -33, -28, -42, -35
2023-8-31, 05:00:00.000000, 15932, 15932, 15924, 15929, 93, 92, 15929, 15928, 15928, 47, 46, 0, 0, 0, 0, 0, 16036, 15851, 0, 0, -35, -31, -44, -36
2023-8-31, 05:30:00.000000, 15930, 15946, 15930, 15938, 103, 99, 15936, 15938, 15938, 55, 48, 0, 0, 0, 0, 0, 16036, 15851, 0, 0, -36, -27, -43, -43
2023-8-31, 06:00:00.000000, 15937, 15950, 15937, 15949, 78, 76, 15943, 15945, 15944, 31, 47, 0, 0, 0, 0, 0, 16036, 15851, 0, 0, -42, -20, -42, -27
2023-8-31, 06:30:00.000000, 15947, 15952, 15943, 15946, 59, 59, 15947, 15947, 15948, 31, 28, 0, 0, 0, 0, 0, 16036, 15851, 0, 0, -27, -24, -37, -30
2023-8-31, 07:00:00.000000, 15945, 15956, 15940, 15942, 168, 159, 15946, 15946, 15948, 72, 96, 0, 0, 0, 0, 0, 16036, 15851, 0, 0, -29, 0, -29, -6
2023-8-31, 07:30:00.000000, 15942, 15951, 15938, 15951, 116, 114, 15946, 15947, 15945, 37, 79, 0, 0, 0, 0, 0, 16036, 15851, 0, 0, -6, 37, -6, 36
2023-8-31, 08:00:00.000000, 15952, 15963, 15939, 15953, 1473, 1367, 15952, 15952, 15951, 739, 734, 0, 0, 0, 0, 0, 16036, 15851, 15952, 0, 36, 136, 15, 31
2023-8-31, 08:30:00.000000, 15954, 15969, 15946, 15953, 1423, 1315, 15956, 15956, 15958, 720, 703, 0, 0, 0, 0, 0, 16036, 15851, 15952, 0, 31, 33, -86, 14
2023-8-31, 09:00:00.000000, 15953, 15985, 15938, 15983, 4045, 3688, 15965, 15969, 15962, 2014, 2031, 16000, 16056, 15998, 15961, 0, 16036, 15851, 15952, 15953, 14, 154, -2, 31
2023-8-31, 09:30:00.000000, 15984, 16022, 15984, 16019, 3371, 2931, 16002, 16008, 16003, 1723, 1648, 16000, 16056, 15998, 15981, 0, 16036, 15851, 15952, 15953, 31, 196, -53, -44
2023-8-31, 10:00:00.000000, 16020, 16029, 15996, 16017, 3187, 2723, 16016, 16014, 16013, 1796, 1391, 16000, 16056, 15998, 15991, 0, 16036, 15851, 15952, 15953, -44, -4, -461, -449
2023-8-31, 10:30:00.000000, 16019, 16029, 16006, 16020, 1593, 1375, 16019, 16018, 16018, 813, 780, 16000, 16056, 15998, 15994, 0, 16036, 15851, 15952, 15953, -449, -399, -510, -482
2023-8-31, 11:00:00.000000, 16021, 16031, 15995, 16014, 2103, 1851, 16015, 16013, 16013, 1016, 1087, 16000, 16056, 15998, 15997, 0, 16036, 15851, 15952, 15953, -482, -375, -488, -411
2023-8-31, 11:30:00.000000, 16014, 16016, 15990, 16009, 1422, 1324, 16007, 16005, 16003, 745, 677, 16000, 16056, 15998, 15997, 0, 16036, 15851, 15952, 15953, -411, -409, -527, -479
2023-8-31, 12:00:00.000000, 16009, 16028, 16009, 16019, 1546, 1357, 16016, 16019, 16019, 931, 615, 16000, 16056, 15998, 16000, 0, 16036, 15851, 15952, 15953, -480, -480, -800, -795
2023-8-31, 12:30:00.000000, 16018, 16019, 16002, 16008, 982, 860, 16012, 16010, 16011, 524, 458, 16000, 16056, 15998, 16000, 0, 16036, 15851, 15952, 15953, -795, -777, -876, -861
2023-8-31, 13:00:00.000000, 16010, 16018, 15995, 16013, 984, 878, 16009, 16009, 16007, 499, 485, 16000, 16056, 15998, 16000, 0, 16036, 15851, 15952, 15953, -861, -843, -897, -875
2023-8-31, 13:30:00.000000, 16013, 16063, 16011, 16051, 2683, 2309, 16035, 16042, 16037, 1324, 1359, 16000, 16056, 15998, 16006, 0, 16036, 15851, 15952, 15953, -875, -683, -883, -840
2023-8-31, 14:00:00.000000, 16051, 16058, 16034, 16048, 1449, 1283, 16048, 16047, 16046, 780, 669, 16000, 16056, 15998, 16008, 0, 16036, 15851, 15952, 15953, -840, -836, -986, -951
2023-8-31, 14:30:00.000000, 16050, 16068, 16028, 16039, 2309, 2054, 16046, 16045, 16048, 1200, 1109, 16000, 16056, 15998, 16012, 0, 16036, 15851, 15952, 15953, -951, -911, -1054, -1042
2023-8-31, 15:00:00.000000, 16039, 16040, 16012, 16027, 1574, 1371, 16030, 16026, 16026, 764, 810, 16000, 16056, 15998, 16012, 0, 16036, 15851, 15952, 15953, -1042, -906, -1068, -996
2023-8-31, 15:30:00.000000, 16026, 16063, 16020, 16060, 2544, 2311, 16042, 16048, 16042, 1354, 1190, 16000, 16056, 15998, 16015, 0, 16036, 15851, 15952, 15953, -996, -974, -1168, -1160
2023-8-31, 16:00:00.000000, 16058, 16070, 16039, 16047, 2428, 2134, 16054, 16052, 16055, 1288, 1140, 16000, 16056, 15998, 16018, 0, 16036, 15851, 15952, 15953, -1161, -1161, -1345, -1308
2023-8-31, 16:30:00.000000, 16046, 16050, 16018, 16018, 2001, 1767, 16033, 16029, 16034, 1091, 910, 16000, 16056, 15998, 16019, 0, 16036, 15851, 15952, 15953, -1309, -1309, -1489, -1489
2023-8-31, 17:00:00.000000, 16020, 16022, 15997, 15997, 4632, 4042, 16009, 16005, 16010, 2488, 2144, 16000, 16056, 15998, 16017, 0, 16036, 15851, 15952, 15953, -1489, -1465, -1869, -1833
2023-8-31, 17:30:00.000000, 15998, 16002, 15958, 15981, 6113, 4934, 15985, 15980, 15980, 2993, 3120, 16000, 16056, 15998, 16012, 0, 16036, 15851, 15952, 15953, -1833, -1695, -2017, -1706
2023-8-31, 18:00:00.000000, 15980, 15982, 15954, 15959, 1164, 1000, 15969, 15965, 15968, 594, 570, 0, 0, 0, 0, 0, 16036, 15851, 15952, 15953, -1706, -1696, -1784, -1730
2023-8-31, 18:30:00.000000, 15959, 15964, 15941, 15962, 1001, 933, 15957, 15956, 15953, 508, 493, 0, 0, 0, 0, 0, 16036, 15851, 15952, 15953, -1730, -1676, -1753, -1745
2023-8-31, 19:00:00.000000, 15963, 15985, 15959, 15981, 858, 783, 15972, 15975, 15972, 424, 434, 0, 0, 0, 0, 0, 16036, 15851, 15952, 15953, -1745, -1691, -1779, -1735
2023-8-31, 19:30:00.000000, 15982, 15985, 15966, 15972, 406, 366, 15976, 15974, 15976, 224, 182, 0, 0, 0, 0, 0, 16036, 15851, 15952, 15953, -1735, -1713, -1795, -1777
2023-8-31, 20:00:00.000000, 15971, 15987, 15970, 15984, 336, 319, 15978, 15980, 15979, 148, 188, 0, 0, 0, 0, 0, 16036, 15851, 15952, 15953, -1777, -1722, -1778, -1737
2023-8-31, 20:30:00.000000, 15984, 15984, 15959, 15960, 519, 484, 15972, 15968, 15972, 278, 241, 0, 0, 0, 0, 0, 16036, 15851, 15952, 15953, -1737, -1717, -1791, -1774
2023-8-31, 21:00:00.000000, 15960, 15975, 15958, 15971, 416, 391, 15966, 15968, 15967, 244, 172, 0, 0, 0, 0, 0, 16036, 15851, 15952, 15953, -1774, -1773, -1850, -1846
2023-8-31, 21:30:00.000000, 15971, 15989, 15971, 15971, 979, 893, 15976, 15977, 15980, 509, 470, 0, 0, 0, 0, 0, 16036, 15851, 15952, 15953, -1846, -1836, -1904, -1885
2023-9-1, 02:00:00.000000, 15985, 16006, 15985, 16005, 230, 214, 15995, 15999, 15996, 131, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, -37, -32
2023-9-1, 02:30:00.000000, 16004, 16016, 16004, 16008, 156, 148, 16008, 16009, 16010, 81, 75, 0, 0, 0, 0, 0, 16070, 15924, 0, 0, -32, -13, -42, -38
2023-9-1, 03:00:00.000000, 16009, 16025, 16009, 16022, 184, 160, 16016, 16019, 16017, 91, 93, 0, 0, 0, 0, 0, 16070, 15924, 0, 0, -38, -13, -45, -36
2023-9-1, 03:30:00.000000, 16025, 16025, 16006, 16022, 168, 157, 16020, 16018, 16016, 88, 80, 0, 0, 0, 0, 0, 16070, 15924, 0, 0, -36, -26, -52, -44
2023-9-1, 04:00:00.000000, 16021, 16032, 16021, 16027, 99, 99, 16025, 16027, 16027, 47, 52, 0, 0, 0, 0, 0, 16070, 15924, 0, 0, -44, -25, -47, -39
2023-9-1, 04:30:00.000000, 16027, 16027, 16013, 16016, 72, 69, 16021, 16019, 16020, 30, 42, 0, 0, 0, 0, 0, 16070, 15924, 0, 0, -38, -25, -38, -27
2023-9-1, 05:00:00.000000, 16016, 16018, 16014, 16015, 36, 36, 16016, 16016, 16016, 19, 17, 0, 0, 0, 0, 0, 16070, 15924, 0, 0, -27, -25, -31, -29
2023-9-1, 05:30:00.000000, 16015, 16020, 16014, 16017, 51, 51, 16017, 16017, 16017, 23, 28, 0, 0, 0, 0, 0, 16070, 15924, 0, 0, -29, -23, -32, -24
2023-9-1, 06:00:00.000000, 16019, 16028, 16019, 16028, 45, 45, 16024, 16025, 16024, 23, 22, 0, 0, 0, 0, 0, 16070, 15924, 0, 0, -24, -18, -32, -25
2023-9-1, 06:30:00.000000, 16027, 16027, 16020, 16022, 45, 45, 16024, 16023, 16024, 29, 16, 0, 0, 0, 0, 0, 16070, 15924, 0, 0, -25, -25, -38, -38
2023-9-1, 07:00:00.000000, 16023, 16024, 16019, 16020, 50, 50, 16022, 16021, 16022, 29, 21, 0, 0, 0, 0, 0, 16070, 15924, 0, 0, -38, -36, -48, -46
2023-9-1, 07:30:00.000000, 16020, 16021, 16005, 16009, 228, 222, 16014, 16012, 16013, 132, 96, 0, 0, 0, 0, 0, 16070, 15924, 0, 0, -47, -47, -89, -82
2023-9-1, 08:00:00.000000, 16010, 16011, 15969, 15971, 1121, 917, 15990, 15984, 15990, 554, 567, 0, 0, 0, 0, 0, 16070, 15924, 16010, 0, -82, -38, -97, -69
2023-9-1, 08:30:00.000000, 15970, 15983, 15948, 15978, 1358, 1176, 15970, 15970, 15966, 691, 667, 0, 0, 0, 0, 0, 16070, 15924, 16010, 0, -69, 6, -154, -93
2023-9-1, 09:00:00.000000, 15978, 15979, 15931, 15963, 4596, 4200, 15963, 15958, 15955, 2394, 2202, 15956, 16010, 15908, 15954, 0, 16070, 15924, 16010, 15978, -93, -83, -315, -285
2023-9-1, 09:30:00.000000, 15964, 16006, 15961, 16002, 2832, 2460, 15983, 15990, 15984, 1485, 1347, 15956, 16010, 15908, 15967, 0, 16070, 15924, 16010, 15978, -285, -213, -434, -423
2023-9-1, 10:00:00.000000, 16000, 16007, 15958, 15971, 2077, 1793, 15984, 15979, 15983, 1055, 1022, 15956, 16010, 15908, 15970, 0, 16070, 15924, 16010, 15978, -423, -391, -485, -456
2023-9-1, 10:30:00.000000, 15972, 15981, 15956, 15968, 1710, 1454, 15969, 15968, 15969, 918, 792, 15956, 16010, 15908, 15970, 0, 16070, 15924, 16010, 15978, -457, -457, -594, -582
2023-9-1, 11:00:00.000000, 15966, 16012, 15963, 16002, 1738, 1571, 15986, 15992, 15988, 893, 845, 15956, 16010, 15908, 15972, 0, 16070, 15924, 16010, 15978, -582, -540, -647, -630
2023-9-1, 11:30:00.000000, 16002, 16009, 15955, 15959, 2659, 2227, 15981, 15974, 15982, 1398, 1261, 15956, 16010, 15908, 15973, 0, 16070, 15924, 16010, 15978, -630, -618, -872, -767
2023-9-1, 12:00:00.000000, 15959, 15972, 15944, 15963, 1806, 1533, 15960, 15960, 15958, 881, 925, 15956, 16010, 15908, 15972, 0, 16070, 15924, 16010, 15978, -767, -704, -768, -723
2023-9-1, 12:30:00.000000, 15963, 15981, 15953, 15955, 946, 871, 15963, 15963, 15967, 496, 450, 15956, 16010, 15908, 15972, 0, 16070, 15924, 16010, 15978, -723, -700, -784, -769
2023-9-1, 13:00:00.000000, 15954, 15970, 15946, 15958, 1214, 1064, 15957, 15958, 15958, 602, 612, 15956, 16010, 15908, 15971, 0, 16070, 15924, 16010, 15978, -769, -731, -814, -759
2023-9-1, 13:30:00.000000, 15957, 15971, 15940, 15945, 1521, 1372, 15953, 15952, 15956, 840, 681, 15956, 16010, 15908, 15970, 0, 16070, 15924, 16010, 15978, -759, -716, -954, -918
2023-9-1, 14:00:00.000000, 15944, 15963, 15931, 15950, 1594, 1377, 15947, 15948, 15947, 828, 766, 15956, 16010, 15908, 15968, 0, 16070, 15924, 16010, 15978, -918, -863, -1000, -980
2023-9-1, 14:30:00.000000, 15948, 15973, 15935, 15957, 3074, 2747, 15953, 15955, 15954, 1478, 1596, 15956, 16010, 15908, 15966, 0, 16070, 15924, 16010, 15978, -980, -852, -1027, -862
2023-9-1, 15:00:00.000000, 15957, 15991, 15948, 15962, 1687, 1514, 15965, 15967, 15970, 776, 911, 15956, 16010, 15908, 15967, 0, 16070, 15924, 16010, 15978, -862, -716, -870, -727
2023-9-1, 15:30:00.000000, 15961, 15967, 15860, 15888, 5877, 5114, 15919, 15905, 15914, 2808, 3069, 15956, 16010, 15908, 15955, 0, 16070, 15924, 16010, 15978, -727, -465, -857, -466
2023-9-1, 16:00:00.000000, 15892, 15932, 15863, 15928, 3420, 3113, 15904, 15908, 15898, 1613, 1807, 15956, 16010, 15908, 15951, 0, 16070, 15924, 16010, 15978, -466, -259, -507, -272
2023-9-1, 16:30:00.000000, 15927, 15929, 15878, 15884, 2242, 2042, 15905, 15897, 15904, 1160, 1082, 15956, 16010, 15908, 15948, 0, 16070, 15924, 16010, 15978, -272, -219, -381, -350
2023-9-1, 17:00:00.000000, 15883, 15894, 15866, 15869, 3530, 3045, 15878, 15876, 15880, 1690, 1840, 15956, 16010, 15908, 15942, 0, 16070, 15924, 16010, 15978, -350, -158, -382, -200
2023-9-1, 17:30:00.000000, 15868, 15875, 15847, 15859, 3418, 2886, 15862, 15860, 15861, 1588, 1830, 15956, 16010, 15908, 15936, 0, 16070, 15924, 16010, 15978, -200, 45, -220, 42
2023-9-1, 18:00:00.000000, 15859, 15883, 15852, 15876, 1120, 961, 15868, 15870, 15868, 509, 611, 0, 0, 0, 0, 0, 16070, 15924, 16010, 15978, 42, 153, 19, 144
2023-9-1, 18:30:00.000000, 15875, 15882, 15858, 15871, 769, 695, 15872, 15870, 15870, 374, 395, 0, 0, 0, 0, 0, 16070, 15924, 16010, 15978, 144, 188, 107, 165
2023-9-1, 19:00:00.000000, 15871, 15873, 15859, 15861, 419, 385, 15866, 15864, 15866, 236, 183, 0, 0, 0, 0, 0, 16070, 15924, 16010, 15978, 165, 170, 107, 112
2023-9-1, 19:30:00.000000, 15861, 15874, 15861, 15872, 297, 280, 15867, 15869, 15868, 120, 177, 0, 0, 0, 0, 0, 16070, 15924, 16010, 15978, 112, 173, 109, 169
2023-9-1, 20:00:00.000000, 15872, 15876, 15861, 15864, 406, 371, 15868, 15867, 15869, 183, 223, 0, 0, 0, 0, 0, 16070, 15924, 16010, 15978, 169, 223, 146, 209
2023-9-1, 20:30:00.000000, 15864, 15875, 15861, 15875, 328, 310, 15869, 15870, 15868, 162, 166, 0, 0, 0, 0, 0, 16070, 15924, 16010, 15978, 209, 229, 197, 213
2023-9-1, 21:00:00.000000, 15875, 15879, 15869, 15878, 322, 302, 15875, 15875, 15874, 158, 164, 0, 0, 0, 0, 0, 16070, 15924, 16010, 15978, 213, 223, 177, 219
2023-9-1, 21:30:00.000000, 15879, 15888, 15871, 15885, 791, 688, 15881, 15881, 15880, 395, 396, 0, 0, 0, 0, 0, 16070, 15924, 16010, 15978, 219, 234, 143, 220
2023-9-4, 02:00:00.000000, 15879, 15895, 15879, 15891, 113, 108, 15886, 15888, 15887, 61, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, -11, -9
2023-9-4, 02:30:00.000000, 15891, 15900, 15890, 15897, 99, 99, 15895, 15896, 15895, 48, 51, 0, 0, 0, 0, 0, 16032, 15847, 0, 0, -9, -4, -14, -6
2023-9-4, 03:00:00.000000, 15896, 15900, 15885, 15895, 95, 92, 15894, 15893, 15893, 54, 41, 0, 0, 0, 0, 0, 16032, 15847, 0, 0, -7, -7, -24, -19
2023-9-4, 03:30:00.000000, 15896, 15896, 15878, 15881, 61, 61, 15888, 15885, 15887, 34, 27, 0, 0, 0, 0, 0, 16032, 15847, 0, 0, -19, -19, -33, -26
2023-9-4, 04:00:00.000000, 15885, 15900, 15885, 15900, 61, 60, 15893, 15895, 15893, 23, 38, 0, 0, 0, 0, 0, 16032, 15847, 0, 0, -26, -11, -32, -11
2023-9-4, 04:30:00.000000, 15897, 15907, 15897, 15905, 127, 118, 15902, 15903, 15902, 57, 70, 0, 0, 0, 0, 0, 16032, 15847, 0, 0, -11, 4, -25, 2
2023-9-4, 05:00:00.000000, 15906, 15910, 15900, 15901, 62, 58, 15904, 15904, 15905, 37, 25, 0, 0, 0, 0, 0, 16032, 15847, 0, 0, 2, 7, -10, -10
2023-9-4, 05:30:00.000000, 15901, 15906, 15900, 15905, 51, 51, 15903, 15904, 15903, 16, 35, 0, 0, 0, 0, 0, 16032, 15847, 0, 0, -10, 9, -17, 9
2023-9-4, 06:00:00.000000, 15905, 15907, 15903, 15906, 34, 31, 15905, 15905, 15905, 16, 18, 0, 0, 0, 0, 0, 16032, 15847, 0, 0, 9, 14, 3, 11
2023-9-4, 06:30:00.000000, 15906, 15907, 15902, 15905, 20, 20, 15905, 15905, 15905, 12, 8, 0, 0, 0, 0, 0, 16032, 15847, 0, 0, 10, 10, 7, 7
2023-9-4, 07:00:00.000000, 15903, 15915, 15903, 15911, 72, 71, 15908, 15910, 15909, 34, 38, 0, 0, 0, 0, 0, 16032, 15847, 0, 0, 7, 14, 3, 11
2023-9-4, 07:30:00.000000, 15912, 15915, 15905, 15912, 216, 193, 15911, 15911, 15910, 130, 86, 0, 0, 0, 0, 0, 16032, 15847, 0, 0, 11, 15, -36, -33
2023-9-4, 08:00:00.000000, 15911, 15922, 15903, 15922, 1036, 893, 15915, 15916, 15913, 506, 530, 0, 0, 0, 0, 0, 16032, 15847, 15911, 0, -33, -3, -83, -9
2023-9-4, 08:30:00.000000, 15922, 15923, 15905, 15915, 862, 742, 15916, 15914, 15914, 433, 429, 0, 0, 0, 0, 0, 16032, 15847, 15911, 0, -10, -10, -104, -13
2023-9-4, 09:00:00.000000, 15914, 15957, 15902, 15954, 5296, 4597, 15932, 15938, 15930, 2747, 2549, 15830, 15946, 15818, 15932, 0, 16032, 15847, 15911, 15914, -13, 59, -246, -211
2023-9-4, 09:30:00.000000, 15955, 15982, 15941, 15955, 4379, 3884, 15958, 15959, 15962, 2290, 2089, 15830, 15946, 15818, 15946, 0, 16032, 15847, 15911, 15914, -211, -191, -572, -412
2023-9-4, 10:00:00.000000, 15955, 15979, 15944, 15964, 2246, 1986, 15961, 15962, 15962, 1252, 994, 15830, 15946, 15818, 15948, 0, 16032, 15847, 15911, 15914, -412, -400, -674, -670
2023-9-4, 10:30:00.000000, 15964, 15968, 15951, 15962, 1493, 1382, 15961, 15960, 15960, 757, 736, 15830, 15946, 15818, 15950, 0, 16032, 15847, 15911, 15914, -670, -638, -730, -691
2023-9-4, 11:00:00.000000, 15963, 15972, 15952, 15962, 1565, 1445, 15962, 15962, 15962, 815, 750, 15830, 15946, 15818, 15951, 0, 16032, 15847, 15911, 15914, -691, -632, -774, -756
2023-9-4, 11:30:00.000000, 15963, 15964, 15933, 15941, 1154, 1032, 15950, 15946, 15949, 579, 575, 15830, 15946, 15818, 15951, 0, 16032, 15847, 15911, 15914, -756, -705, -799, -760
2023-9-4, 12:00:00.000000, 15940, 15956, 15935, 15935, 756, 693, 15942, 15942, 15946, 385, 371, 15830, 15946, 15818, 15950, 0, 16032, 15847, 15911, 15914, -760, -662, -774, -774
2023-9-4, 12:30:00.000000, 15935, 15941, 15927, 15936, 771, 691, 15935, 15935, 15934, 418, 353, 15830, 15946, 15818, 15950, 0, 16032, 15847, 15911, 15914, -774, -740, -872, -839
2023-9-4, 13:00:00.000000, 15937, 15942, 15913, 15916, 829, 720, 15927, 15924, 15928, 426, 403, 15830, 15946, 15818, 15949, 0, 16032, 15847, 15911, 15914, -839, -796, -867, -862
2023-9-4, 13:30:00.000000, 15916, 15923, 15902, 15914, 1147, 994, 15914, 15913, 15913, 526, 621, 15830, 15946, 15818, 15947, 0, 16032, 15847, 15911, 15914, -861, -725, -861, -767
2023-9-4, 14:00:00.000000, 15912, 15912, 15889, 15896, 1567, 1390, 15902, 15899, 15901, 747, 820, 15830, 15946, 15818, 15943, 0, 16032, 15847, 15911, 15914, -767, -648, -785, -694
2023-9-4, 14:30:00.000000, 15896, 15906, 15877, 15896, 1827, 1525, 15894, 15893, 15892, 893, 934, 15830, 15946, 15818, 15939, 0, 16032, 15847, 15911, 15914, -694, -590, -753, -653
2023-9-4, 15:00:00.000000, 15896, 15902, 15889, 15895, 1025, 916, 15896, 15895, 15896, 504, 521, 15830, 15946, 15818, 15937, 0, 16032, 15847, 15911, 15914, -653, -625, -681, -636
2023-9-4, 15:30:00.000000, 15895, 15897, 15881, 15886, 1133, 981, 15890, 15888, 15889, 497, 636, 15830, 15946, 15818, 15935, 0, 16032, 15847, 15911, 15914, -636, -493, -644, -497
2023-9-4, 16:00:00.000000, 15885, 15885, 15835, 15838, 2565, 2170, 15861, 15853, 15860, 1303, 1262, 15830, 15946, 15818, 15928, 0, 16032, 15847, 15911, 15914, -497, -496, -657, -538
2023-9-4, 16:30:00.000000, 15838, 15845, 15816, 15820, 2820, 2424, 15830, 15827, 15831, 1350, 1470, 15830, 15946, 15818, 15919, 0, 16032, 15847, 15911, 15914, -538, -399, -553, -418
2023-9-4, 17:00:00.000000, 15819, 15836, 15817, 15830, 2446, 2082, 15826, 15828, 15827, 1253, 1193, 15830, 15946, 15818, 15912, 0, 16032, 15847, 15911, 15914, -418, -400, -536, -478
2023-9-4, 17:30:00.000000, 15829, 15851, 15828, 15843, 1463, 1275, 15838, 15841, 15840, 710, 753, 15830, 15946, 15818, 15909, 0, 16032, 15847, 15911, 15914, -478, -364, -481, -435
2023-9-4, 18:00:00.000000, 15843, 15850, 15842, 15845, 239, 206, 15845, 15846, 15846, 108, 131, 0, 0, 0, 0, 0, 16032, 15847, 15911, 15914, -434, -387, -434, -412
2023-9-4, 18:30:00.000000, 15846, 15852, 15845, 15845, 235, 215, 15847, 15847, 15849, 128, 107, 0, 0, 0, 0, 0, 16032, 15847, 15911, 15914, -412, -382, -433, -433
2023-9-4, 19:00:00.000000, 15846, 15850, 15844, 15847, 76, 69, 15847, 15847, 15847, 39, 37, 0, 0, 0, 0, 0, 16032, 15847, 15911, 15914, -433, -420, -438, -435
2023-9-4, 19:30:00.000000, 15847, 15848, 15843, 15844, 62, 59, 15846, 15845, 15846, 36, 26, 0, 0, 0, 0, 0, 16032, 15847, 15911, 15914, -435, -430, -449, -445
2023-9-4, 20:00:00.000000, 15844, 15848, 15843, 15846, 82, 80, 15845, 15846, 15846, 35, 47, 0, 0, 0, 0, 0, 16032, 15847, 15911, 15914, -444, -409, -444, -433
2023-9-4, 20:30:00.000000, 15846, 15848, 15844, 15846, 54, 54, 15846, 15846, 15846, 16, 38, 0, 0, 0, 0, 0, 16032, 15847, 15911, 15914, -433, -411, -439, -411
2023-9-4, 21:00:00.000000, 15845, 15848, 15844, 15848, 70, 65, 15846, 15847, 15846, 37, 33, 0, 0, 0, 0, 0, 16032, 15847, 15911, 15914, -411, -385, -417, -415
2023-9-4, 21:30:00.000000, 15847, 15849, 15844, 15846, 185, 160, 15847, 15846, 15847, 90, 95, 0, 0, 0, 0, 0, 16032, 15847, 15911, 15914, -415, -410, -433, -410
2023-9-5, 02:00:00.000000, 15836, 15846, 15829, 15835, 137, 124, 15837, 15837, 15838, 80, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, -31, -23
2023-9-5, 02:30:00.000000, 15834, 15834, 15822, 15823, 70, 68, 15828, 15826, 15828, 35, 35, 0, 0, 0, 0, 0, 15982, 15816, 0, 0, -23, -18, -29, -23
