Date;Symbol;Indexvalue
24.09.2008;V1X;29.21
25.09.2008;V1X;28.55
26.09.2008;V1X;33.13
29.09.2008;V1X;35.3
30.09.2008;V1X;35.78
01.10.2008;V1X;36.82
02.10.2008;V1X;37.79
03.10.2008;V1X;36.56
06.10.2008;V1X;42.8
07.10.2008;V1X;41.6
08.10.2008;V1X;49.53
09.10.2008;V1X;52.99
10.10.2008;V1X;64.19
13.10.2008;V1X;61.27
14.10.2008;V1X;62.26
15.10.2008;V1X;61.31
16.10.2008;V1X;83.23
17.10.2008;V1X;78.89
20.10.2008;V1X;63.85
21.10.2008;V1X;54.33
22.10.2008;V1X;57.71
23.10.2008;V1X;61.74
24.10.2008;V1X;72.25
27.10.2008;V1X;73.96
28.10.2008;V1X;82.13
29.10.2008;V1X;76.51
30.10.2008;V1X;72.08
31.10.2008;V1X;64.68
03.11.2008;V1X;56.61
04.11.2008;V1X;48.61
05.11.2008;V1X;49.75
06.11.2008;V1X;60.71
07.11.2008;V1X;59.35
10.11.2008;V1X;56.67
11.11.2008;V1X;62.6
12.11.2008;V1X;67.13
13.11.2008;V1X;66.51
14.11.2008;V1X;64.11
17.11.2008;V1X;66.81
18.11.2008;V1X;65.64
19.11.2008;V1X;76.79
20.11.2008;V1X;73.99
21.11.2008;V1X;74.54
24.11.2008;V1X;65.62
25.11.2008;V1X;62.74
26.11.2008;V1X;58.07
27.11.2008;V1X;53.04
28.11.2008;V1X;51.77
01.12.2008;V1X;57.94
02.12.2008;V1X;57.9
03.12.2008;V1X;55.31
04.12.2008;V1X;54.44
05.12.2008;V1X;58.25
08.12.2008;V1X;54.32
09.12.2008;V1X;52.49
10.12.2008;V1X;50.17
11.12.2008;V1X;48.29
12.12.2008;V1X;52.04
15.12.2008;V1X;51.87
16.12.2008;V1X;50.61
17.12.2008;V1X;48.91
18.12.2008;V1X;46.2
19.12.2008;V1X;40.92
22.12.2008;V1X;39.77
23.12.2008;V1X;39.02
29.12.2008;V1X;41.6
30.12.2008;V1X;41.7
02.01.2009;V1X;39.65
05.01.2009;V1X;39.71
06.01.2009;V1X;38.82
07.01.2009;V1X;39.79
08.01.2009;V1X;40.65
09.01.2009;V1X;40.72
12.01.2009;V1X;42.66
13.01.2009;V1X;44.36
14.01.2009;V1X;49.32
15.01.2009;V1X;50
16.01.2009;V1X;44.44
19.01.2009;V1X;46.73
20.01.2009;V1X;49.26
21.01.2009;V1X;48.73
22.01.2009;V1X;46.41
23.01.2009;V1X;46.41
26.01.2009;V1X;44.74
27.01.2009;V1X;42.89
28.01.2009;V1X;41.2
29.01.2009;V1X;42.06
30.01.2009;V1X;43.72
02.02.2009;V1X;46.31
03.02.2009;V1X;44.5
04.02.2009;V1X;41.28
05.02.2009;V1X;41.42
06.02.2009;V1X;40.27
09.02.2009;V1X;40.88
10.02.2009;V1X;43.19
11.02.2009;V1X;42.82
12.02.2009;V1X;43.36
13.02.2009;V1X;41.2
16.02.2009;V1X;43.3
17.02.2009;V1X;45.45
18.02.2009;V1X;46.16
19.02.2009;V1X;44.64
20.02.2009;V1X;48.34
23.02.2009;V1X;49.55
24.02.2009;V1X;49.19
25.02.2009;V1X;46.33
26.02.2009;V1X;42.39
27.02.2009;V1X;42.01
02.03.2009;V1X;47.48
03.03.2009;V1X;47.06
04.03.2009;V1X;43.74
05.03.2009;V1X;45.59
06.03.2009;V1X;47.48
09.03.2009;V1X;45.34
10.03.2009;V1X;42.73
11.03.2009;V1X;42.49
12.03.2009;V1X;43.2
13.03.2009;V1X;42.03
16.03.2009;V1X;42.45
17.03.2009;V1X;42.06
18.03.2009;V1X;41.8
19.03.2009;V1X;41.78
20.03.2009;V1X;41.86
23.03.2009;V1X;40.38
24.03.2009;V1X;38.73
25.03.2009;V1X;38.02
26.03.2009;V1X;37.32
27.03.2009;V1X;37.25
30.03.2009;V1X;41.63
31.03.2009;V1X;40.37
01.04.2009;V1X;39.14
02.04.2009;V1X;38.93
03.04.2009;V1X;36.94
06.04.2009;V1X;37.59
07.04.2009;V1X;37.56
08.04.2009;V1X;36.86
09.04.2009;V1X;35.41
14.04.2009;V1X;37.16
15.04.2009;V1X;36.77
16.04.2009;V1X;35.32
17.04.2009;V1X;33.42
20.04.2009;V1X;38.63
21.04.2009;V1X;38.86
22.04.2009;V1X;37.56
23.04.2009;V1X;37.03
24.04.2009;V1X;35.39
27.04.2009;V1X;36.11
28.04.2009;V1X;37.61
29.04.2009;V1X;36.15
30.04.2009;V1X;34.85
04.05.2009;V1X;35.39
05.05.2009;V1X;35.42
06.05.2009;V1X;34.85
07.05.2009;V1X;36.4
08.05.2009;V1X;34.97
11.05.2009;V1X;35.92
12.05.2009;V1X;34.18
13.05.2009;V1X;35.85
14.05.2009;V1X;35.55
15.05.2009;V1X;32.71
18.05.2009;V1X;32.02
19.05.2009;V1X;31.08
20.05.2009;V1X;29.75
21.05.2009;V1X;32.78
22.05.2009;V1X;31.48
25.05.2009;V1X;32.4
26.05.2009;V1X;31.81
27.05.2009;V1X;31.04
28.05.2009;V1X;32.09
29.05.2009;V1X;31.54
01.06.2009;V1X;31.24
02.06.2009;V1X;30.59
03.06.2009;V1X;31.38
04.06.2009;V1X;31.03
05.06.2009;V1X;29.74
08.06.2009;V1X;31.57
09.06.2009;V1X;30.55
10.06.2009;V1X;29.52
11.06.2009;V1X;27.91
12.06.2009;V1X;27.83
15.06.2009;V1X;31.57
16.06.2009;V1X;31.41
17.06.2009;V1X;33.94
18.06.2009;V1X;32.73
19.06.2009;V1X;31.02
22.06.2009;V1X;34.04
23.06.2009;V1X;32.84
24.06.2009;V1X;30.37
25.06.2009;V1X;30.24
26.06.2009;V1X;30.14
29.06.2009;V1X;29.18
30.06.2009;V1X;29.33
01.07.2009;V1X;27.98
02.07.2009;V1X;30.85
03.07.2009;V1X;30.26
06.07.2009;V1X;32.3
07.07.2009;V1X;33.44
08.07.2009;V1X;33.98
09.07.2009;V1X;32.25
10.07.2009;V1X;31.98
13.07.2009;V1X;30.71
14.07.2009;V1X;29.76
15.07.2009;V1X;28.09
16.07.2009;V1X;27.45
17.07.2009;V1X;25.66
20.07.2009;V1X;26.92
21.07.2009;V1X;27.07
22.07.2009;V1X;27.1
23.07.2009;V1X;26.55
24.07.2009;V1X;26.68
27.07.2009;V1X;27.64
28.07.2009;V1X;28.21
29.07.2009;V1X;27.62
30.07.2009;V1X;27.2
31.07.2009;V1X;27.64
03.08.2009;V1X;29.07
04.08.2009;V1X;28.33
05.08.2009;V1X;28.27
06.08.2009;V1X;27.38
07.08.2009;V1X;26.43
10.08.2009;V1X;27.05
11.08.2009;V1X;28.16
12.08.2009;V1X;27.54
13.08.2009;V1X;26.81
14.08.2009;V1X;28.04
17.08.2009;V1X;31.98
18.08.2009;V1X;30.9
19.08.2009;V1X;31.22
20.08.2009;V1X;29.4
21.08.2009;V1X;27.2
24.08.2009;V1X;27.57
25.08.2009;V1X;27.37
26.08.2009;V1X;28.33
27.08.2009;V1X;28.31
28.08.2009;V1X;27.96
31.08.2009;V1X;29.51
01.09.2009;V1X;31.13
02.09.2009;V1X;31.4
03.09.2009;V1X;30.53
04.09.2009;V1X;28.2
07.09.2009;V1X;28.09
08.09.2009;V1X;27.72
09.09.2009;V1X;27.09
10.09.2009;V1X;26.69
11.09.2009;V1X;26.22
14.09.2009;V1X;27.31
15.09.2009;V1X;27.08
16.09.2009;V1X;26.73
17.09.2009;V1X;26.65
18.09.2009;V1X;25.66
21.09.2009;V1X;27.15
22.09.2009;V1X;26.24
23.09.2009;V1X;25.93
24.09.2009;V1X;28.02
25.09.2009;V1X;28.07
28.09.2009;V1X;27.07
29.09.2009;V1X;26.58
30.09.2009;V1X;26.63
01.10.2009;V1X;28.66
02.10.2009;V1X;29.63
05.10.2009;V1X;29.15
06.10.2009;V1X;27.46
07.10.2009;V1X;26.95
08.10.2009;V1X;26.09
09.10.2009;V1X;25.78
12.10.2009;V1X;25.65
13.10.2009;V1X;26.3
14.10.2009;V1X;25.2
15.10.2009;V1X;24.92
16.10.2009;V1X;25.18
19.10.2009;V1X;25.11
20.10.2009;V1X;24.96
21.10.2009;V1X;24.51
22.10.2009;V1X;25.04
23.10.2009;V1X;24.57
26.10.2009;V1X;27.25
27.10.2009;V1X;27.26
28.10.2009;V1X;28.84
29.10.2009;V1X;27.06
30.10.2009;V1X;30.81
02.11.2009;V1X;31.15
03.11.2009;V1X;31.56
04.11.2009;V1X;29.49
05.11.2009;V1X;28.28
06.11.2009;V1X;27.33
09.11.2009;V1X;25.97
10.11.2009;V1X;26.02
11.11.2009;V1X;25.92
12.11.2009;V1X;26.22
13.11.2009;V1X;25.72
16.11.2009;V1X;25.71
17.11.2009;V1X;26.2
18.11.2009;V1X;25.46
19.11.2009;V1X;26.31
20.11.2009;V1X;26.3
23.11.2009;V1X;24.57
24.11.2009;V1X;24.46
25.11.2009;V1X;23.71
26.11.2009;V1X;29.2
27.11.2009;V1X;27.89
30.11.2009;V1X;29.58
01.12.2009;V1X;26.59
02.12.2009;V1X;25.71
03.12.2009;V1X;25.65
04.12.2009;V1X;24.24
07.12.2009;V1X;24.59
08.12.2009;V1X;25.95
09.12.2009;V1X;27.01
10.12.2009;V1X;26.27
11.12.2009;V1X;24.69
14.12.2009;V1X;24.13
15.12.2009;V1X;23.59
16.12.2009;V1X;22.75
17.12.2009;V1X;23.33
18.12.2009;V1X;23.78
21.12.2009;V1X;22.72
22.12.2009;V1X;22.3
23.12.2009;V1X;22.11
28.12.2009;V1X;22.78
29.12.2009;V1X;22.29
30.12.2009;V1X;22.29
04.01.2010;V1X;22.43
05.01.2010;V1X;21.96
06.01.2010;V1X;21.63
07.01.2010;V1X;21.72
08.01.2010;V1X;20.87
11.01.2010;V1X;21.56
12.01.2010;V1X;21.99
13.01.2010;V1X;21.77
14.01.2010;V1X;19.56
15.01.2010;V1X;21.07
18.01.2010;V1X;20.26
19.01.2010;V1X;19.8
20.01.2010;V1X;21.98
21.01.2010;V1X;24.2
22.01.2010;V1X;24.89
25.01.2010;V1X;25.9
26.01.2010;V1X;24.54
27.01.2010;V1X;25.56
28.01.2010;V1X;26.36
29.01.2010;V1X;25.23
01.02.2010;V1X;24.92
02.02.2010;V1X;23.6
03.02.2010;V1X;23.67
04.02.2010;V1X;26.22
05.02.2010;V1X;27.19
08.02.2010;V1X;26.8
09.02.2010;V1X;26.35
10.02.2010;V1X;25.9
11.02.2010;V1X;25.85
12.02.2010;V1X;24.96
15.02.2010;V1X;25.11
16.02.2010;V1X;23.9
17.02.2010;V1X;22.85
18.02.2010;V1X;22.23
19.02.2010;V1X;21.52
22.02.2010;V1X;21.6
23.02.2010;V1X;22.88
24.02.2010;V1X;22.65
25.02.2010;V1X;23.22
26.02.2010;V1X;21.72
01.03.2010;V1X;21.19
02.03.2010;V1X;20.31
03.03.2010;V1X;19.84
04.03.2010;V1X;20.19
05.03.2010;V1X;18.91
08.03.2010;V1X;19.56
09.03.2010;V1X;19.01
10.03.2010;V1X;18.45
11.03.2010;V1X;18.42
12.03.2010;V1X;18.41
15.03.2010;V1X;19.41
16.03.2010;V1X;18.75
17.03.2010;V1X;18.33
18.03.2010;V1X;18.78
19.03.2010;V1X;18.58
22.03.2010;V1X;19.3
23.03.2010;V1X;18.2
24.03.2010;V1X;18.24
25.03.2010;V1X;17.75
26.03.2010;V1X;17.8
29.03.2010;V1X;18.28
30.03.2010;V1X;18.56
31.03.2010;V1X;18.5
01.04.2010;V1X;17.85
06.04.2010;V1X;18.32
07.04.2010;V1X;18.63
08.04.2010;V1X;19.53
09.04.2010;V1X;18.09
12.04.2010;V1X;18.12
13.04.2010;V1X;18.38
14.04.2010;V1X;17.99
15.04.2010;V1X;17.56
16.04.2010;V1X;19.61
19.04.2010;V1X;20.17
20.04.2010;V1X;18.32
21.04.2010;V1X;18.94
22.04.2010;V1X;20.73
23.04.2010;V1X;19.42
26.04.2010;V1X;19.34
27.04.2010;V1X;22.96
28.04.2010;V1X;24.67
29.04.2010;V1X;23.63
30.04.2010;V1X;23.29
03.05.2010;V1X;23.35
04.05.2010;V1X;26.37
05.05.2010;V1X;27.02
06.05.2010;V1X;28.49
07.05.2010;V1X;38.57
10.05.2010;V1X;33.18
11.05.2010;V1X;29.37
12.05.2010;V1X;25.53
13.05.2010;V1X;23.5
14.05.2010;V1X;30.88
17.05.2010;V1X;31.54
18.05.2010;V1X;29.37
19.05.2010;V1X;35.57
20.05.2010;V1X;40.36
21.05.2010;V1X;39.31
24.05.2010;V1X;36.32
25.05.2010;V1X;37.47
26.05.2010;V1X;33.72
27.05.2010;V1X;29.04
28.05.2010;V1X;28.23
31.05.2010;V1X;28.39
01.06.2010;V1X;28.85
02.06.2010;V1X;28.6
03.06.2010;V1X;26.58
04.06.2010;V1X;29.31
07.06.2010;V1X;31.27
08.06.2010;V1X;32.16
09.06.2010;V1X;27.84
10.06.2010;V1X;26.05
11.06.2010;V1X;24.93
14.06.2010;V1X;23.64
15.06.2010;V1X;22.63
16.06.2010;V1X;22.59
17.06.2010;V1X;22.96
18.06.2010;V1X;21.61
21.06.2010;V1X;22
22.06.2010;V1X;22.11
23.06.2010;V1X;23.46
24.06.2010;V1X;24.98
25.06.2010;V1X;25.87
28.06.2010;V1X;25.13
29.06.2010;V1X;28.92
30.06.2010;V1X;28.28
01.07.2010;V1X;28.75
02.07.2010;V1X;26.78
05.07.2010;V1X;26.18
06.07.2010;V1X;24.41
07.07.2010;V1X;23.46
08.07.2010;V1X;22.29
09.07.2010;V1X;21.74
12.07.2010;V1X;22.44
13.07.2010;V1X;20.65
14.07.2010;V1X;21.35
15.07.2010;V1X;21.46
16.07.2010;V1X;21.43
19.07.2010;V1X;22
20.07.2010;V1X;22.22
21.07.2010;V1X;22.16
22.07.2010;V1X;21.73
23.07.2010;V1X;22.09
26.07.2010;V1X;22.35
27.07.2010;V1X;21.62
28.07.2010;V1X;21.71
29.07.2010;V1X;21.79
30.07.2010;V1X;21.81
02.08.2010;V1X;21.14
03.08.2010;V1X;21.12
04.08.2010;V1X;21.07
05.08.2010;V1X;21.24
06.08.2010;V1X;22.72
09.08.2010;V1X;22.21
10.08.2010;V1X;23.58
11.08.2010;V1X;25.35
12.08.2010;V1X;25.09
13.08.2010;V1X;25.11
16.08.2010;V1X;25.65
17.08.2010;V1X;23.69
18.08.2010;V1X;23.32
19.08.2010;V1X;25.24
20.08.2010;V1X;25.22
23.08.2010;V1X;24.81
24.08.2010;V1X;25.35
25.08.2010;V1X;25.25
26.08.2010;V1X;24.85
27.08.2010;V1X;23.75
30.08.2010;V1X;24.55
31.08.2010;V1X;24.51
01.09.2010;V1X;21.9
02.09.2010;V1X;21.57
03.09.2010;V1X;20.65
06.09.2010;V1X;20.57
07.09.2010;V1X;21.18
08.09.2010;V1X;20.76
09.09.2010;V1X;20.32
10.09.2010;V1X;20.32
13.09.2010;V1X;19.43
14.09.2010;V1X;19.39
15.09.2010;V1X;19.76
16.09.2010;V1X;20.21
17.09.2010;V1X;20.09
20.09.2010;V1X;20.05
21.09.2010;V1X;20.87
22.09.2010;V1X;20.9
23.09.2010;V1X;21.09
24.09.2010;V1X;19.52
27.09.2010;V1X;20.12
28.09.2010;V1X;20.27
29.09.2010;V1X;20.62
30.09.2010;V1X;21.24
01.10.2010;V1X;21.67
04.10.2010;V1X;22.6
05.10.2010;V1X;21.28
06.10.2010;V1X;20.4
07.10.2010;V1X;20.08
08.10.2010;V1X;18.73
11.10.2010;V1X;18.53
12.10.2010;V1X;18.68
13.10.2010;V1X;17.73
14.10.2010;V1X;17.02
15.10.2010;V1X;17.3
18.10.2010;V1X;18.01
19.10.2010;V1X;18.58
20.10.2010;V1X;17.78
21.10.2010;V1X;18.48
22.10.2010;V1X;18.7
25.10.2010;V1X;19.56
26.10.2010;V1X;19.62
27.10.2010;V1X;20.91
28.10.2010;V1X;20.28
29.10.2010;V1X;20.01
01.11.2010;V1X;21.13
02.11.2010;V1X;20.93
03.11.2010;V1X;21.58
04.11.2010;V1X;18.69
05.11.2010;V1X;18.34
08.11.2010;V1X;18.51
09.11.2010;V1X;18.07
10.11.2010;V1X;18.93
11.11.2010;V1X;19.13
12.11.2010;V1X;19.21
15.11.2010;V1X;19.06
16.11.2010;V1X;21.01
17.11.2010;V1X;20.46
18.11.2010;V1X;18.83
19.11.2010;V1X;18.02
22.11.2010;V1X;19.44
23.11.2010;V1X;22.05
24.11.2010;V1X;20.43
25.11.2010;V1X;19.72
26.11.2010;V1X;21.99
29.11.2010;V1X;24.72
30.11.2010;V1X;25.28
01.12.2010;V1X;22.74
02.12.2010;V1X;21.14
03.12.2010;V1X;19.78
06.12.2010;V1X;19.9
07.12.2010;V1X;19.19
08.12.2010;V1X;19.31
09.12.2010;V1X;19.26
10.12.2010;V1X;18.33
13.12.2010;V1X;17.46
14.12.2010;V1X;17.06
15.12.2010;V1X;16.62
16.12.2010;V1X;15.79
17.12.2010;V1X;15.67
20.12.2010;V1X;15.92
21.12.2010;V1X;15.43
22.12.2010;V1X;15.56
23.12.2010;V1X;16.41
27.12.2010;V1X;19.06
28.12.2010;V1X;19.14
29.12.2010;V1X;18.7
30.12.2010;V1X;19.96
03.01.2011;V1X;20.33
04.01.2011;V1X;19.81
05.01.2011;V1X;19.67
06.01.2011;V1X;19.37
07.01.2011;V1X;19.68
10.01.2011;V1X;20.86
11.01.2011;V1X;19.29
12.01.2011;V1X;18.11
13.01.2011;V1X;17.87
14.01.2011;V1X;17.03
17.01.2011;V1X;16.99
18.01.2011;V1X;16.15
19.01.2011;V1X;17.18
20.01.2011;V1X;17.99
21.01.2011;V1X;16.75
24.01.2011;V1X;17.27
25.01.2011;V1X;17.72
26.01.2011;V1X;17.12
27.01.2011;V1X;16.47
28.01.2011;V1X;17.32
31.01.2011;V1X;17.76
01.02.2011;V1X;17.02
02.02.2011;V1X;16.86
03.02.2011;V1X;16.86
04.02.2011;V1X;16.05
07.02.2011;V1X;15.82
08.02.2011;V1X;15.61
09.02.2011;V1X;15.57
10.02.2011;V1X;15.54
11.02.2011;V1X;15.55
14.02.2011;V1X;15.98
15.02.2011;V1X;15.83
16.02.2011;V1X;15.31
17.02.2011;V1X;16.65
18.02.2011;V1X;15.93
21.02.2011;V1X;17.92
22.02.2011;V1X;18.48
23.02.2011;V1X;20.37
24.02.2011;V1X;20.73
25.02.2011;V1X;19.54
28.02.2011;V1X;19.51
01.03.2011;V1X;20.45
02.03.2011;V1X;20.65
03.03.2011;V1X;20.11
04.03.2011;V1X;20.19
07.03.2011;V1X;21.25
08.03.2011;V1X;20.62
09.03.2011;V1X;21.02
10.03.2011;V1X;21.47
11.03.2011;V1X;21.57
14.03.2011;V1X;23.33
15.03.2011;V1X;26.49
16.03.2011;V1X;30.02
17.03.2011;V1X;27.12
18.03.2011;V1X;25.69
21.03.2011;V1X;22.49
22.03.2011;V1X;22.1
23.03.2011;V1X;21.81
24.03.2011;V1X;19.8
25.03.2011;V1X;19.81
28.03.2011;V1X;20.4
29.03.2011;V1X;20.85
30.03.2011;V1X;19.52
31.03.2011;V1X;19.61
01.04.2011;V1X;18.07
04.04.2011;V1X;18.4
05.04.2011;V1X;18.67
06.04.2011;V1X;17.98
07.04.2011;V1X;18.67
08.04.2011;V1X;17.96
11.04.2011;V1X;17.73
12.04.2011;V1X;19.45
13.04.2011;V1X;18.38
14.04.2011;V1X;17.95
15.04.2011;V1X;16.51
18.04.2011;V1X;20.05
19.04.2011;V1X;19.08
20.04.2011;V1X;17.73
21.04.2011;V1X;16.94
26.04.2011;V1X;17.37
27.04.2011;V1X;17.36
28.04.2011;V1X;17.26
29.04.2011;V1X;16.54
02.05.2011;V1X;17.6
03.05.2011;V1X;18.31
04.05.2011;V1X;20.94
05.05.2011;V1X;21.22
06.05.2011;V1X;18.85
09.05.2011;V1X;20.75
10.05.2011;V1X;20.04
11.05.2011;V1X;19.75
12.05.2011;V1X;21.07
13.05.2011;V1X;21.43
16.05.2011;V1X;21.95
17.05.2011;V1X;23.25
18.05.2011;V1X;22.41
19.05.2011;V1X;21.37
20.05.2011;V1X;22.45
23.05.2011;V1X;23.8
24.05.2011;V1X;22.69
25.05.2011;V1X;21.64
26.05.2011;V1X;21.56
27.05.2011;V1X;20.73
30.05.2011;V1X;20.73
31.05.2011;V1X;18.84
01.06.2011;V1X;19.09
02.06.2011;V1X;20.74
03.06.2011;V1X;20.39
06.06.2011;V1X;20.94
07.06.2011;V1X;20.33
08.06.2011;V1X;20.53
09.06.2011;V1X;19.03
10.06.2011;V1X;20.03
13.06.2011;V1X;20.32
14.06.2011;V1X;19.05
15.06.2011;V1X;20.7
16.06.2011;V1X;21.51
17.06.2011;V1X;21.51
20.06.2011;V1X;22.3
21.06.2011;V1X;21.38
22.06.2011;V1X;20.21
23.06.2011;V1X;22.55
24.06.2011;V1X;22.66
27.06.2011;V1X;23.58
28.06.2011;V1X;23.06
29.06.2011;V1X;20.12
30.06.2011;V1X;17.99
01.07.2011;V1X;16.85
04.07.2011;V1X;16.71
05.07.2011;V1X;17.07
06.07.2011;V1X;17.3
07.07.2011;V1X;16.9
08.07.2011;V1X;18.26
11.07.2011;V1X;21.21
12.07.2011;V1X;22.2
13.07.2011;V1X;20.58
14.07.2011;V1X;21.71
15.07.2011;V1X;21.6
18.07.2011;V1X;24.19
19.07.2011;V1X;23.08
20.07.2011;V1X;22.34
21.07.2011;V1X;19.76
22.07.2011;V1X;18.32
25.07.2011;V1X;19.23
26.07.2011;V1X;19.21
27.07.2011;V1X;20.88
28.07.2011;V1X;21.71
29.07.2011;V1X;22.72
01.08.2011;V1X;24.37
02.08.2011;V1X;26.05
03.08.2011;V1X;26.1
04.08.2011;V1X;30.06
05.08.2011;V1X;35.33
08.08.2011;V1X;41.58
09.08.2011;V1X;45.81
10.08.2011;V1X;48.75
11.08.2011;V1X;47.79
12.08.2011;V1X;44.42
15.08.2011;V1X;38.91
16.08.2011;V1X;36.84
17.08.2011;V1X;33.27
18.08.2011;V1X;43.97
19.08.2011;V1X;46.06
22.08.2011;V1X;45.69
23.08.2011;V1X;43.09
24.08.2011;V1X;40.64
25.08.2011;V1X;42.75
26.08.2011;V1X;42.01
29.08.2011;V1X;38.87
30.08.2011;V1X;37.15
31.08.2011;V1X;34.9
01.09.2011;V1X;36.2
02.09.2011;V1X;38.7
05.09.2011;V1X;44.62
06.09.2011;V1X;44.76
07.09.2011;V1X;41.54
08.09.2011;V1X;40.08
09.09.2011;V1X;45.16
12.09.2011;V1X;48.66
13.09.2011;V1X;46.49
14.09.2011;V1X;45.18
15.09.2011;V1X;42.73
16.09.2011;V1X;42.7
19.09.2011;V1X;44.93
20.09.2011;V1X;42
21.09.2011;V1X;43.63
22.09.2011;V1X;46.91
23.09.2011;V1X;48.56
26.09.2011;V1X;49.96
27.09.2011;V1X;46.58
28.09.2011;V1X;46.35
29.09.2011;V1X;45.07
30.09.2011;V1X;47.05
03.10.2011;V1X;49.14
04.10.2011;V1X;50.74
05.10.2011;V1X;46.84
06.10.2011;V1X;44.34
07.10.2011;V1X;41.75
10.10.2011;V1X;39.31
11.10.2011;V1X;38.32
12.10.2011;V1X;36.34
13.10.2011;V1X;38.56
14.10.2011;V1X;35.64
17.10.2011;V1X;38.02
18.10.2011;V1X;38.93
19.10.2011;V1X;39.17
20.10.2011;V1X;42.9
21.10.2011;V1X;40.33
24.10.2011;V1X;37.54
25.10.2011;V1X;37.04
26.10.2011;V1X;37.11
27.10.2011;V1X;30.59
28.10.2011;V1X;30.31
31.10.2011;V1X;33.69
01.11.2011;V1X;42.07
02.11.2011;V1X;41.56
03.11.2011;V1X;39.8
04.11.2011;V1X;40.49
07.11.2011;V1X;41.9
08.11.2011;V1X;40.32
09.11.2011;V1X;41.62
14.11.2011;V1X;38.75
15.11.2011;V1X;38.44
16.11.2011;V1X;37.09
17.11.2011;V1X;37.31
18.11.2011;V1X;36.74
21.11.2011;V1X;38.25
22.11.2011;V1X;36.89
23.11.2011;V1X;37.9
24.11.2011;V1X;37.52
25.11.2011;V1X;37.95
28.11.2011;V1X;36.61
29.11.2011;V1X;35.69
30.11.2011;V1X;33.86
01.12.2011;V1X;33.93
02.12.2011;V1X;32.97
05.12.2011;V1X;33.3
06.12.2011;V1X;34.21
07.12.2011;V1X;34.75
08.12.2011;V1X;36.25
09.12.2011;V1X;33.04
12.12.2011;V1X;33.97
13.12.2011;V1X;32.12
14.12.2011;V1X;32.36
15.12.2011;V1X;29.75
16.12.2011;V1X;28.43
19.12.2011;V1X;29.02
20.12.2011;V1X;27.63
21.12.2011;V1X;28.44
22.12.2011;V1X;27.57
23.12.2011;V1X;26.94
27.12.2011;V1X;27.95
28.12.2011;V1X;29.63
29.12.2011;V1X;30.01
30.12.2011;V1X;30.39
02.01.2012;V1X;29.38
03.01.2012;V1X;27.91
04.01.2012;V1X;28.63
05.01.2012;V1X;28.73
06.01.2012;V1X;28.22
09.01.2012;V1X;28.5
10.01.2012;V1X;26.79
11.01.2012;V1X;26.62
12.01.2012;V1X;26.4
13.01.2012;V1X;26.6
16.01.2012;V1X;25.77
17.01.2012;V1X;24.96
18.01.2012;V1X;25.04
19.01.2012;V1X;25.08
20.01.2012;V1X;23.7
23.01.2012;V1X;24.23
24.01.2012;V1X;24.36
25.01.2012;V1X;24.05
26.01.2012;V1X;23.18
27.01.2012;V1X;23.44
30.01.2012;V1X;25.83
31.01.2012;V1X;25.8
01.02.2012;V1X;24.3
02.02.2012;V1X;23.79
03.02.2012;V1X;22.58
06.02.2012;V1X;23.72
07.02.2012;V1X;24.2
08.02.2012;V1X;24.71
09.02.2012;V1X;24.79
10.02.2012;V1X;26.72
13.02.2012;V1X;25.96
14.02.2012;V1X;25.39
15.02.2012;V1X;25.55
16.02.2012;V1X;26.29
17.02.2012;V1X;24.14
20.02.2012;V1X;23.84
21.02.2012;V1X;23.7
22.02.2012;V1X;23.97
23.02.2012;V1X;23.92
24.02.2012;V1X;22.86
27.02.2012;V1X;23.84
28.02.2012;V1X;23.24
29.02.2012;V1X;23.16
01.03.2012;V1X;22.05
02.03.2012;V1X;21.63
05.03.2012;V1X;22.75
06.03.2012;V1X;26.82
07.03.2012;V1X;27.19
08.03.2012;V1X;24.46
09.03.2012;V1X;22.48
12.03.2012;V1X;22.23
13.03.2012;V1X;20.75
14.03.2012;V1X;20.11
15.03.2012;V1X;18.73
16.03.2012;V1X;18.53
19.03.2012;V1X;18.5
20.03.2012;V1X;20.02
21.03.2012;V1X;19.64
22.03.2012;V1X;21.03
23.03.2012;V1X;20.47
26.03.2012;V1X;19.45
27.03.2012;V1X;19.79
28.03.2012;V1X;20.77
29.03.2012;V1X;22.93
30.03.2012;V1X;20.96
02.04.2012;V1X;19.9
03.04.2012;V1X;20.51
04.04.2012;V1X;24.39
05.04.2012;V1X;24.06
10.04.2012;V1X;28.33
11.04.2012;V1X;27.4
12.04.2012;V1X;25.87
13.04.2012;V1X;27.14
16.04.2012;V1X;26.87
17.04.2012;V1X;24.28
18.04.2012;V1X;25.12
19.04.2012;V1X;25.42
20.04.2012;V1X;23.65
23.04.2012;V1X;27.7
24.04.2012;V1X;26.88
25.04.2012;V1X;25.4
26.04.2012;V1X;24.34
27.04.2012;V1X;22.48
30.04.2012;V1X;23.25
02.05.2012;V1X;24.51
03.05.2012;V1X;24.66
04.05.2012;V1X;26.3
07.05.2012;V1X;26.7
08.05.2012;V1X;28
09.05.2012;V1X;27.9
10.05.2012;V1X;26.86
11.05.2012;V1X;25.2
14.05.2012;V1X;28.21
15.05.2012;V1X;29.23
16.05.2012;V1X;29.31
17.05.2012;V1X;30.44
18.05.2012;V1X;29.55
21.05.2012;V1X;27.83
22.05.2012;V1X;26.31
23.05.2012;V1X;28.89
24.05.2012;V1X;28.04
